field_location_lat,field_location_lng,english_project_name
13.7986490219038,100.49252311358502,Baan Klang Muang THE ERA Pinklao-Charan
13.90879784235066,100.50254076322938,LUMPINI VILLE Jangwattana-Pakkled
13.895097,100.546716,CNP Condominium
13.8248125,100.4531875,Grand Bangkok Boulevard Ratchaphruek-Rama 5
13.9354695,100.383479,Chaiyapruk Bangyai Phase 3
13.9031163,100.5318847,Setthasiri Chaiyaphruek-Chaengwattana
13.8921842,100.5252611,Nichada Thani Project
13.808474,100.361442,Casa Ville Pinklao-Srirat
13.869712522363546,100.46246038934744,Perfect Place Rattanathibet
13.642247,100.668131,Indy 3 Bangna-km.7
13.836501267035898,100.44671063790688,Kuun Ratchaphruek
13.949635590136786,100.34947195366546,Baan Piyawararom 3
13.828984,100.397292,Lanceo Crib Pinklao - Rama 5
13.802599971153471,100.43417147440117,Villette Lite Ratchaphruek-Pinklao
13.598686450693759,100.62770564669307,Pruksa Ville 83 Sapbunchai-Srinakarin
13.906646,100.524781,HALLMARK CHAENGWATTANA
13.874959,100.40871,Bangyai Condotown
13.847724,100.369631,Chuan Chuen Town Kanchanapisek-Bangyai
13.869703,100.462463,Perfect Place Village Rattanathibet
13.881917,100.485829,Manor Sanambinnam
13.81044193985982,100.49641920359112,Cool Condo Rama 7
13.591219675642895,100.65171283294264,Fuengfa 15
13.7208447,100.5858786,Big House For Sale Nichada Thani Project In Chaeng Watthana Road
13.9239927,100.5028618,HAUS 35 CHAENGWATTANA
13.572810808716953,100.66819775627867,J Town Sukhumvit – Praksa
13.8096705,100.5097389,Baan Klang Muang The Era Pinklao-Charan
13.8090747,100.4496924,Tara Ratchapruk-Pinklao
13.876634449806625,100.47006912821765,Laddarom Rattanathibet
13.792466661047,100.43753080675,Life Bangkok Boulevard Sathorn-Pinklao
13.930144,100.55891,Setthasiri Chaengwattana-Prachachuen
13.8381875,100.5134375,Saritdet Condominium
13.9035625,100.3884375,Centro Westgate
13.634833572603192,100.6871974381249,The Colors Leisure Bangna Km.10
13.8809957,100.4999601,Nice Suites Sanambinnam condominium
13.824274372917882,100.453440728836,The City Rama 5-Ratchapruek
13.896974612374,100.47134969383,"2 Bedroom Townhouse in Pak Kret, Nonthaburi"
13.947886,100.457968,Burasiri Ratchaphruek - 345
13.885031150176781,100.4084450466271,Mantana Westgate
13.90216215051629,100.51638780571345,Bangkok Boulevard Chaengwattana
13.8567921,100.5396167,View Tower Condominium
13.8898125,100.5511875,Home K'ploy
13.879218306393343,100.43425704645054,Passorn 7 Rattanathibet
13.84261022411484,100.3769387210418,Chaiyaphruek Bangyai
13.8755625,100.4536814,Country Ville Resort Condominium
13.853738,100.512402,The Privacy Rewadee
13.983381577261877,100.32791921485705,The Village Kanjanapisek – Ratchapruek
13.558029877745463,100.81934766997529,The Connect Teparak-MuangMai
13.947478925037842,100.54550147116464,Areeya The Colors Tiwanon
13.9354695,100.383479,WAT0033
13.8448335,100.3610179,Supalai Park Ville Pinklao-Kanchana
13.88957,100.405623,Plum Condo Bangyai Station
13.86899622842235,100.50030645767073,Baan Suanthon Rattanathibet
14.0070928,100.3161126,WA81300
13.8658492,100.4941285,Townhouse
13.613911598525814,100.68788980696513,Passorn 28 Kingkaew-Namdaeng
13.6335741,100.7548851,Ananda sport life
13.6686174,100.642783,Thana City
13.650105,100.6719779,For Rent Samut Prakan Single House Nantawan Bang Na-Trat BTS Bang Na Bang Phli BRE0100
13.698429,100.604787,IDEO SUKHUMVIT 93
13.658745426839,100.60594196381,B-LOFT SUKHUMVIT 107
